0,1,2,dictabert_score
"[Q] מה היו מאפייני תקופת הנאורות? [T] תקופת הנאורות הדגישה חשיבה רציונלית, זכויות אדם, ביקורת על שלטון וקדמה מדעית. [S] תקופת הנאורות עסקה ברעיונות של שכל, זכויות אדם, חופש מחשבה וביקורת על שלטון.",1.0,0.77,0.85628342628479
"[Q] מה היו מאפייני תקופת הנאורות? [T] תקופת הנאורות הדגישה חשיבה רציונלית, זכויות אדם, ביקורת על שלטון וקדמה מדעית. [S] הייתה תקופה היסטורית באירופה.",0.2,0.2,0.04626373574137688
[Q] כיצד התפתחה המהפכה האמריקאית? [T] המהפכה האמריקאית נבעה ממאבק של המושבות נגד שלטון בריטי והובילה לעצמאות ארצות הברית. [S] המושבות האמריקאיות נלחמו נגד בריטניה והפכו לעצמאיות.,1.0,0.36,0.9326291084289551
[Q] כיצד התפתחה המהפכה האמריקאית? [T] המהפכה האמריקאית נבעה ממאבק של המושבות נגד שלטון בריטי והובילה לעצמאות ארצות הברית. [S] הייתה מלחמה.,0.2,0.21,0.1150386855006218
[Q] מהי משמעות חוזה וסטפאליה? [T] חוזה וסטפאליה סיים את מלחמת שלושים השנים והניח יסודות למערכת מדינות מודרנית באירופה. [S] חוזה וסטפאליה סיים מלחמה גדולה באירופה ויצר סדר מדיני חדש.,1.0,0.62,0.8595844507217407
[Q] מהי משמעות חוזה וסטפאליה? [T] חוזה וסטפאליה סיים את מלחמת שלושים השנים והניח יסודות למערכת מדינות מודרנית באירופה. [S] זה חוזה היסטורי.,0.3,0.26,0.20467320084571838
"[Q] כיצד השפיעה המהפכה התעשייתית על הכלכלה העולמית? [T] המהפכה התעשייתית הגדילה ייצור, יצרה שווקים חדשים ושינתה את מבנה הכלכלה העולמית. [S] המהפכה התעשייתית שינתה את הכלכלה והגדילה ייצור בעולם.",1.0,0.7,0.9201451539993286
"[Q] כיצד השפיעה המהפכה התעשייתית על הכלכלה העולמית? [T] המהפכה התעשייתית הגדילה ייצור, יצרה שווקים חדשים ושינתה את מבנה הכלכלה העולמית. [S] אנשים התחילו לעבוד במפעלים.",0.4,0.0,0.17047205567359924
[Q] מהי חשיבות זכויות האדם בהיסטוריה המודרנית? [T] זכויות האדם הפכו לבסיס למשטרים דמוקרטיים ולחוקים בינלאומיים להגנה על הפרט. [S] זכויות האדם הן עקרונות שמגנים על חירות ושוויון של אנשים במדינות דמוקרטיות.,1.0,0.32,1.0143758058547974
[Q] מהי חשיבות זכויות האדם בהיסטוריה המודרנית? [T] זכויות האדם הפכו לבסיס למשטרים דמוקרטיים ולחוקים בינלאומיים להגנה על הפרט. [S] יש חוקים לאנשים.,0.2,0.38,0.293188214302063
"[Q] כיצד התפתח הקולוניאליזם האירופי ומה היו השלכותיו? [T] הקולוניאליזם האירופי כלל השתלטות של מדינות אירופה על שטחים באפריקה, אסיה ואמריקה לצורך משאבים ושליטה. [S] מדינות אירופה השתלטו על שטחים בעולם כדי לנצל משאבים ולבסס שליטה פוליטית וכלכלית.",1.0,0.43,0.8987030386924744
"[Q] כיצד התפתח הקולוניאליזם האירופי ומה היו השלכותיו? [T] הקולוניאליזם האירופי כלל השתלטות של מדינות אירופה על שטחים באפריקה, אסיה ואמריקה לצורך משאבים ושליטה. [S] הייתה התפשטות אירופאית.",0.2,0.07,0.14967718720436096
"[Q] מה היו הגורמים למהפכה הרוסית? [T] המהפכה הרוסית נבעה מאי שוויון חברתי, משבר כלכלי וחוסר שביעות רצון מהשלטון הצארי. [S] המהפכה הרוסית פרצה בגלל משבר כלכלי, אי שוויון וחוסר שביעות רצון מהשלטון.",1.0,0.97,0.8439908027648926
"[Q] מה היו הגורמים למהפכה הרוסית? [T] המהפכה הרוסית נבעה מאי שוויון חברתי, משבר כלכלי וחוסר שביעות רצון מהשלטון הצארי. [S] הייתה מהפכה ברוסיה.",0.2,0.16,0.05065609887242317
"[Q] כיצד השפיעו שתי מלחמות העולם על המאה ה-20? [T] שתי מלחמות העולם עיצבו מחדש גבולות, משטרים פוליטיים והובילו לשינויים טכנולוגיים וחברתיים עמוקים. [S] שתי מלחמות העולם שינו את העולם מבחינה פוליטית, חברתית וטכנולוגית.",1.0,0.39,0.902471661567688
"[Q] כיצד השפיעו שתי מלחמות העולם על המאה ה-20? [T] שתי מלחמות העולם עיצבו מחדש גבולות, משטרים פוליטיים והובילו לשינויים טכנולוגיים וחברתיים עמוקים. [S] היו מלחמות גדולות.",0.2,0.27,0.03766805678606033
"[Q] מהי משמעות המהפכה הדיגיטלית בהיסטוריה המודרנית? [T] המהפכה הדיגיטלית שינתה את האופן שבו אנשים מתקשרים, עובדים וצורכים מידע באמצעות מחשבים ואינטרנט. [S] המהפכה הדיגיטלית שינתה את העולם באמצעות מחשבים, אינטרנט וטכנולוגיה דיגיטלית.",1.0,0.78,0.9369807839393616
"[Q] מהי משמעות המהפכה הדיגיטלית בהיסטוריה המודרנית? [T] המהפכה הדיגיטלית שינתה את האופן שבו אנשים מתקשרים, עובדים וצורכים מידע באמצעות מחשבים ואינטרנט. [S] יש מחשבים בעולם.",0.2,0.27,0.07814191281795502
[Q] כיצד התפתחה מערכת המדינות המודרנית באירופה? [T] מערכת המדינות המודרנית התפתחה לאחר הסכמים היסטוריים שהגדירו ריבונות וגבולות מדינתיים. [S] באירופה התפתחה מערכת מדינות עם גבולות וריבונות ברורה בין מדינות.,1.0,1.0,0.9936532974243164
[Q] כיצד התפתחה מערכת המדינות המודרנית באירופה? [T] מערכת המדינות המודרנית התפתחה לאחר הסכמים היסטוריים שהגדירו ריבונות וגבולות מדינתיים. [S] יש מדינות באירופה.,0.3,0.0,0.09258637577295303
"[Q] מה היו הגורמים להתפתחות המדע המודרני? [T] התפתחות המדע המודרני נבעה משילוב של שיטות ניסוי, חשיבה רציונלית, המצאת כלי מדידה ושיתוף ידע בין חוקרים. [S] המדע המודרני התפתח בזכות ניסויים, שיטות מחקר חדשות ושיתוף ידע בין מדענים.",1.0,0.79,0.9015398621559143
"[Q] מה היו הגורמים להתפתחות המדע המודרני? [T] התפתחות המדע המודרני נבעה משילוב של שיטות ניסוי, חשיבה רציונלית, המצאת כלי מדידה ושיתוף ידע בין חוקרים. [S] היה מדע.",0.2,0.38,0.05498228594660759
"[Q] כיצד התפתחה מהפכת זכויות האזרח בעולם? [T] מהפכת זכויות האזרח כללה מאבקים לשוויון זכויות, ביטול אפליה וקידום חקיקה מגנה במדינות שונות. [S] מאבקים לזכויות שוות ושינוי חוקים נגד אפליה.",1.0,0.83,0.9386825561523438
"[Q] כיצד התפתחה מהפכת זכויות האזרח בעולם? [T] מהפכת זכויות האזרח כללה מאבקים לשוויון זכויות, ביטול אפליה וקידום חקיקה מגנה במדינות שונות. [S] אנשים רצו זכויות.",0.3,0.35,0.179729625582695
"[Q] מהי השפעת הגלובליזציה על העולם המודרני? [T] גלובליזציה יצרה קשרים כלכליים ותרבותיים בין מדינות והגבירה תלות הדדית בין שווקים. [S] גלובליזציה חיברה בין מדינות מבחינה כלכלית, תרבותית וטכנולוגית.",1.0,0.21,0.9262990355491638
[Q] מהי השפעת הגלובליזציה על העולם המודרני? [T] גלובליזציה יצרה קשרים כלכליים ותרבותיים בין מדינות והגבירה תלות הדדית בין שווקים. [S] העולם מחובר.,0.2,0.0,0.06100239232182503
"[Q] כיצד התפתח רעיון הדמוקרטיה המודרנית? [T] הדמוקרטיה המודרנית התפתחה דרך מהפכות, חוקים חוקתיים והרחבת זכות הבחירה לאזרחים. [S] הדמוקרטיה התפתחה דרך מהפכות והרחבת זכויות הצבעה לאזרחים.",1.0,0.87,0.9900713562965393
"[Q] כיצד התפתח רעיון הדמוקרטיה המודרנית? [T] הדמוקרטיה המודרנית התפתחה דרך מהפכות, חוקים חוקתיים והרחבת זכות הבחירה לאזרחים. [S] יש בחירות במדינות.",0.3,0.0,0.20468392968177795
"[Q] מה היו ההשלכות של המהפכה הדיגיטלית על החברה? [T] המהפכה הדיגיטלית שינתה תקשורת, עבודה, חינוך וגישה למידע באופן גלובלי. [S] המהפכה הדיגיטלית שינתה את החיים דרך אינטרנט, טלפונים ומחשבים.",1.0,0.49,0.34338974952697754
"[Q] מה היו ההשלכות של המהפכה הדיגיטלית על החברה? [T] המהפכה הדיגיטלית שינתה תקשורת, עבודה, חינוך וגישה למידע באופן גלובלי. [S] יש אינטרנט בעולם.",0.2,0.05,0.057441387325525284
"[Q] כיצד התפתח תחום הרפואה המודרנית ומה תרומתו לחברה? [T] הרפואה המודרנית התפתחה בזכות גילוי חיידקים, פיתוח חיסונים, אנטיביוטיקה ושיטות אבחון מתקדמות. [S] הרפואה המודרנית התפתחה עם גילוי מחלות, חיסונים, אנטיביוטיקה ושיפור שיטות טיפול.",1.0,0.79,0.9633861780166626
"[Q] כיצד התפתח תחום הרפואה המודרנית ומה תרומתו לחברה? [T] הרפואה המודרנית התפתחה בזכות גילוי חיידקים, פיתוח חיסונים, אנטיביוטיקה ושיטות אבחון מתקדמות. [S] יש רפואה.",0.2,0.42,0.030901893973350525
"[Q] מהי חשיבות מערכת המשפט במדינה דמוקרטית? [T] מערכת המשפט מבטיחה אכיפת חוק, שמירה על זכויות אזרח ופיקוח על הרשויות. [S] מערכת המשפט שומרת על החוק, זכויות האזרחים ומפקחת על הרשויות במדינה דמוקרטית.",1.0,0.75,0.9868802428245544
"[Q] מהי חשיבות מערכת המשפט במדינה דמוקרטית? [T] מערכת המשפט מבטיחה אכיפת חוק, שמירה על זכויות אזרח ופיקוח על הרשויות. [S] יש בתי משפט.",0.3,0.5,0.06570665538311005
[Q] כיצד פועל שוק כלכלי בסיסי? [T] שוק כלכלי פועל על בסיס היצע וביקוש המשפיעים על מחירים וייצור. [S] שוק כלכלי מתבסס על היצע וביקוש שקובעים מחירים וכמויות מוצרים.,1.0,0.78,0.7980626225471497
[Q] כיצד פועל שוק כלכלי בסיסי? [T] שוק כלכלי פועל על בסיס היצע וביקוש המשפיעים על מחירים וייצור. [S] יש קניות.,0.2,0.0,0.05236836150288582
[Q] מהי אינפלציה ומה השפעותיה? [T] אינפלציה היא עלייה כללית ברמת המחירים שמפחיתה את ערך הכסף. [S] אינפלציה היא עליית מחירים שמקטינה את כוח הקנייה של הכסף.,1.0,0.93,0.8624767661094666
[Q] מהי אינפלציה ומה השפעותיה? [T] אינפלציה היא עלייה כללית ברמת המחירים שמפחיתה את ערך הכסף. [S] דברים נהיים יקרים.,0.4,0.0,0.19715516269207
"[Q] כיצד מתפקדת מערכת החינוך בחברה מודרנית? [T] מערכת החינוך מעבירה ידע, מיומנויות וערכים לדור הצעיר ומכינה אותו לחיים בחברה. [S] מערכת החינוך מלמדת תלמידים ידע ומיומנויות לחיים ולעבודה.",1.0,0.69,0.9102552533149719
"[Q] כיצד מתפקדת מערכת החינוך בחברה מודרנית? [T] מערכת החינוך מעבירה ידע, מיומנויות וערכים לדור הצעיר ומכינה אותו לחיים בחברה. [S] יש בתי ספר.",0.2,0.0,0.05258850008249283
"[Q] כיצד פועל מחזור המים בטבע ומה חשיבותו? [T] מחזור המים כולל אידוי, עיבוי, משקעים וזרימה חוזרת לימים ולנהרות. [S] מים מתאדים, מתעבים לעננים, יורדים כגשם וחוזרים לנהרות ולימים.",1.0,0.61,0.861498236656189
"[Q] כיצד פועל מחזור המים בטבע ומה חשיבותו? [T] מחזור המים כולל אידוי, עיבוי, משקעים וזרימה חוזרת לימים ולנהרות. [S] יש מים בטבע.",0.2,0.22,0.02323848195374012
"[Q] מהו תפקיד האטמוספירה בכדור הארץ? [T] האטמוספירה מגינה מקרינה מסוכנת, מאפשרת קיום חיים ומווסתת טמפרטורה. [S] האטמוספירה מגנה על כדור הארץ מקרינה ומווסתת את הטמפרטורה כדי לאפשר חיים.",1.0,0.66,1.0513107776641846
"[Q] מהו תפקיד האטמוספירה בכדור הארץ? [T] האטמוספירה מגינה מקרינה מסוכנת, מאפשרת קיום חיים ומווסתת טמפרטורה. [S] יש אוויר.",0.2,0.44,0.0037000770680606365
[Q] כיצד נוצרים רעידות אדמה? [T] רעידות אדמה נגרמות כתוצאה מתזוזת לוחות טקטוניים ושחרור אנרגיה בקרום כדור הארץ. [S] רעידות אדמה נוצרות מתזוזה של לוחות טקטוניים ושחרור אנרגיה פתאומי.,1.0,0.68,1.0305930376052856
[Q] כיצד נוצרים רעידות אדמה? [T] רעידות אדמה נגרמות כתוצאה מתזוזת לוחות טקטוניים ושחרור אנרגיה בקרום כדור הארץ. [S] האדמה זזה.,0.3,0.14,0.2629896104335785
[Q] מהו תפקיד מערכת העצבים בגוף האדם? [T] מערכת העצבים מעבירה אותות בין המוח לגוף ומווסתת פעולות שונות כמו תנועה ותחושה. [S] מערכת העצבים מעבירה אותות מהמוח לגוף ושולטת בתחושות ותנועות.,1.0,0.76,1.0122052431106567
[Q] מהו תפקיד מערכת העצבים בגוף האדם? [T] מערכת העצבים מעבירה אותות בין המוח לגוף ומווסתת פעולות שונות כמו תנועה ותחושה. [S] יש עצבים בגוף.,0.2,0.01,-0.010088672861456871
[Q] כיצד פועל תהליך הנשימה בתאים? [T] נשימה תאית מפיקה אנרגיה מגלוקוז באמצעות חמצן בתוך המיטוכונדריה. [S] בתאים מתבצע תהליך שבו גלוקוז מתפרק בעזרת חמצן ליצירת אנרגיה.,1.0,0.69,0.8232678174972534
[Q] כיצד פועל תהליך הנשימה בתאים? [T] נשימה תאית מפיקה אנרגיה מגלוקוז באמצעות חמצן בתוך המיטוכונדריה. [S] הגוף נושם.,0.2,0.25,0.09528970718383789
"[Q] כיצד פועל עקרון השימור באנרגיה במערכות פיזיקליות? [T] עקרון השימור קובע שאנרגיה אינה נוצרת ואינה נהרסת אלא משנה צורה בין סוגים שונים. [S] אנרגיה לא נוצרת ולא נעלמת, אלא עוברת בין צורות כמו חום, תנועה ואור.",1.0,0.48,0.6803684830665588
[Q] כיצד פועל עקרון השימור באנרגיה במערכות פיזיקליות? [T] עקרון השימור קובע שאנרגיה אינה נוצרת ואינה נהרסת אלא משנה צורה בין סוגים שונים. [S] יש אנרגיה בעולם.,0.2,0.24,0.12016988545656204
"[Q] מהי חשיבות החיכוך בתנועה יומיומית? [T] חיכוך מאפשר הליכה, בלימה ותפקוד של מערכות רבות אך גם גורם לאיבוד אנרגיה כחום. [S] חיכוך מאפשר לנו ללכת, לבלום ולתפקד, אך גם גורם לאיבוד אנרגיה כחום.",1.0,0.81,1.0223840475082397
"[Q] מהי חשיבות החיכוך בתנועה יומיומית? [T] חיכוך מאפשר הליכה, בלימה ותפקוד של מערכות רבות אך גם גורם לאיבוד אנרגיה כחום. [S] דברים זזים בגלל חיכוך.",0.4,0.25,0.30626657605171204
[Q] כיצד פועל מגנט ומהו שדה מגנטי? [T] מגנט יוצר שדה מגנטי שמפעיל כוח על חומרים מסוימים כמו ברזל. [S] מגנט יוצר שדה מגנטי שמושך מתכות כמו ברזל.,1.0,0.78,0.7412192225456238
[Q] כיצד פועל מגנט ומהו שדה מגנטי? [T] מגנט יוצר שדה מגנטי שמפעיל כוח על חומרים מסוימים כמו ברזל. [S] מגנט מושך דברים.,0.3,0.29,0.14245228469371796
[Q] מהי חשיבות ה-DNA באורגניזמים חיים? [T] DNA מכיל את המידע הגנטי הקובע תכונות ותפקודים של יצורים חיים. [S] DNA מכיל מידע גנטי שקובע תכונות של יצורים חיים.,1.0,0.99,1.0661569833755493
[Q] מהי חשיבות ה-DNA באורגניזמים חיים? [T] DNA מכיל את המידע הגנטי הקובע תכונות ותפקודים של יצורים חיים. [S] יש DNA בתאים.,0.3,0.33,0.33145904541015625
[Q] כיצד פועל תהליך עיכול המזון בגוף האדם? [T] מערכת העיכול מפרקת מזון לחומרים קטנים שהגוף יכול לספוג ולהשתמש בהם לאנרגיה. [S] מערכת העיכול מפרקת מזון לחומרים קטנים שהגוף סופג ומשתמש בהם לאנרגיה.,1.0,1.0,0.8914437294006348
[Q] כיצד פועל תהליך עיכול המזון בגוף האדם? [T] מערכת העיכול מפרקת מזון לחומרים קטנים שהגוף יכול לספוג ולהשתמש בהם לאנרגיה. [S] הגוף מעכל אוכל.,0.2,0.49,0.14040027558803558
"[Q] מהי פוטוסינתזה ומה תפקידה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש ליצירת אנרגיה בצורת סוכר תוך פליטת חמצן. [S] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש, מים ופחמן דו-חמצני כדי לייצר מזון וחמצן.",1.0,0.81,0.8226985335350037
[Q] מהי פוטוסינתזה ומה תפקידה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש ליצירת אנרגיה בצורת סוכר תוך פליטת חמצן. [S] צמחים עושים אוכל.,0.6,0.39,0.06336046755313873
[Q] מהי פוטוסינתזה ומה תפקידה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש ליצירת אנרגיה בצורת סוכר תוך פליטת חמצן. [S] צמחים משתמשים באור שמש כדי לחיות.,0.4,0.41,0.2806607186794281
[Q] מהי פוטוסינתזה ומה תפקידה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש ליצירת אנרגיה בצורת סוכר תוך פליטת חמצן. [S] צמחים עושים משהו עם שמש וזה קשור לחיים שלהם אבל גם לא ברור איך זה עובד בדיוק כי יש שם תהליך ביולוגי מורכב שכולל כמה שלבים שונים ואנזימים שונים ופירוק והרכבה של חומרים בתוך העלים.,0.3,0.41,0.2814458906650543
[Q] מהי פוטוסינתזה ומה תפקידה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש ליצירת אנרגיה בצורת סוכר תוך פליטת חמצן. [S] צמחים משתמשים באור שמש כדי ליצור אנרגיה אבל גם לפעמים הם מקבלים אנרגיה מהקרקע ומהאוויר וזה תהליך שמושפע גם ממזג האוויר וגם מהאדמה וגם מהשורשים ולכן זה תהליך כללי של קליטת אנרגיה מהסביבה.,0.2,0.75,0.41489407420158386
"[Q] כיצד פועל כוח הכבידה ביקום? [T] כוח הכבידה הוא כוח משיכה בין כל שני גופים בעלי מסה והוא שולט בתנועת כוכבים, כוכבי לכת וחפצים על פני כדור הארץ. [S] כוח הכבידה גורם לכך שגופים נמשכים זה לזה בהתאם למסה שלהם.",1.0,0.77,0.8154188990592957
"[Q] כיצד פועל כוח הכבידה ביקום? [T] כוח הכבידה הוא כוח משיכה בין כל שני גופים בעלי מסה והוא שולט בתנועת כוכבים, כוכבי לכת וחפצים על פני כדור הארץ. [S] יש כוח שמושך דברים למטה ולצדדים לפי מצבם ביקום.",0.5,0.44,0.720071017742157
"[Q] כיצד פועל כוח הכבידה ביקום? [T] כוח הכבידה הוא כוח משיכה בין כל שני גופים בעלי מסה והוא שולט בתנועת כוכבים, כוכבי לכת וחפצים על פני כדור הארץ. [S] כוח הכבידה זה משהו שמחזיק את העולם יחד אבל גם קשור לאנרגיה ולשדות שונים ביקום ולתנועות של חום ואור שמושפעים ממבנה החלל עצמו.",0.3,0.51,0.4630308151245117
"[Q] כיצד פועל כוח הכבידה ביקום? [T] כוח הכבידה הוא כוח משיכה בין כל שני גופים בעלי מסה והוא שולט בתנועת כוכבים, כוכבי לכת וחפצים על פני כדור הארץ. [S] כוח הכבידה הוא כוח שמסביר למה יש עונות שנה וגם למה מים מתאדים וגם למה אנשים מרגישים עייפות לפעמים כי הכל ביקום קשור לכוח אחד שמנהל את כל הכוחות האחרים.",0.2,0.49,0.20736461877822876
"[Q] מהי מערכת הדם בגוף האדם? [T] מערכת הדם כוללת לב, כלי דם ודם, ותפקידה להעביר חמצן וחומרים מזינים לכל חלקי הגוף. [S] מערכת הדם מעבירה חמצן וחומרים מזינים דרך הלב וכלי הדם לכל הגוף.",1.0,0.72,1.025795817375183
"[Q] מהי מערכת הדם בגוף האדם? [T] מערכת הדם כוללת לב, כלי דם ודם, ותפקידה להעביר חמצן וחומרים מזינים לכל חלקי הגוף. [S] מערכת הדם מעבירה דברים בגוף.",0.5,0.42,0.21179990470409393
"[Q] מהי מערכת הדם בגוף האדם? [T] מערכת הדם כוללת לב, כלי דם ודם, ותפקידה להעביר חמצן וחומרים מזינים לכל חלקי הגוף. [S] מערכת הדם היא מערכת מורכבת מאוד שמחוברת גם למערכת העצבים וגם למערכת העיכול וגם למערכת הנשימה והיא בעצם מערכת שמנהלת את כל הגוף דרך תהליכים כימיים וביולוגיים שונים שמתרחשים בו זמנית.",0.3,0.46,0.3328893482685089
"[Q] מהי מערכת הדם בגוף האדם? [T] מערכת הדם כוללת לב, כלי דם ודם, ותפקידה להעביר חמצן וחומרים מזינים לכל חלקי הגוף. [S] מערכת הדם היא משהו שמסתובב בגוף אבל גם קשור לרגשות ולמחשבות ולתחושות פנימיות ולכן קשה להסביר אותה בצורה מדויקת כי היא חלק ממערכת גדולה של גוף ונפש.",0.2,0.73,0.2799229621887207
"[Q] מהי אינפלציה ומה גורם לה? [T] אינפלציה היא עלייה כללית ומתמשכת ברמת המחירים במשק, הנגרמת מגורמי ביקוש, היצע ועלויות ייצור. [S] אינפלציה היא עלייה ברמת המחירים שמקטינה את כוח הקנייה של הכסף במשק.",1.0,0.91,0.7937889099121094
"[Q] מהי אינפלציה ומה גורם לה? [T] אינפלציה היא עלייה כללית ומתמשכת ברמת המחירים במשק, הנגרמת מגורמי ביקוש, היצע ועלויות ייצור. [S] אינפלציה היא עליית מחירים.",0.6,0.84,0.33369383215904236
"[Q] מהי אינפלציה ומה גורם לה? [T] אינפלציה היא עלייה כללית ומתמשכת ברמת המחירים במשק, הנגרמת מגורמי ביקוש, היצע ועלויות ייצור. [S] דברים נהיים יקרים עם הזמן בגלל גורמים שונים בכלכלה.",0.4,0.03,0.5140126943588257
"[Q] מהי אינפלציה ומה גורם לה? [T] אינפלציה היא עלייה כללית ומתמשכת ברמת המחירים במשק, הנגרמת מגורמי ביקוש, היצע ועלויות ייצור. [S] אינפלציה היא מושג כלכלי שמדבר על שינוי בערך הכסף לאורך זמן אבל גם קשור למדיניות ממשלתית ולבנקים מרכזיים ולשינויים בשוק העבודה ובצריכה ולכן הוא מושג רחב מאוד שמסביר הרבה תופעות כלכליות שונות בו זמנית.",0.3,0.51,0.4325222969055176
"[Q] מהי אינפלציה ומה גורם לה? [T] אינפלציה היא עלייה כללית ומתמשכת ברמת המחירים במשק, הנגרמת מגורמי ביקוש, היצע ועלויות ייצור. [S] אינפלציה היא סוג של תהליך כלכלי שבו הכסף מאבד ערך אבל גם קשור למזג אוויר, פוליטיקה, טכנולוגיה וכל מיני גורמים שלא תמיד קשורים ישירות למחירים ולכן קשה להגדיר אותה בצורה מדויקת.",0.2,0.51,0.29863595962524414
"[Q] מהי דמוקרטיה ומה עקרונותיה? [T] דמוקרטיה היא שיטת ממשל שבה האזרחים משתתפים בקבלת החלטות באמצעות בחירות ונציגים, תוך שמירה על זכויות אדם. [S] דמוקרטיה היא שיטת שלטון שבה האזרחים בוחרים נציגים ומתקבלות החלטות לפי רצון הציבור.",1.0,0.92,0.9505793452262878
"[Q] מהי דמוקרטיה ומה עקרונותיה? [T] דמוקרטיה היא שיטת ממשל שבה האזרחים משתתפים בקבלת החלטות באמצעות בחירות ונציגים, תוך שמירה על זכויות אדם. [S] דמוקרטיה היא שיטת שלטון שבה יש בחירות.",0.6,0.6,0.2888694405555725
"[Q] מהי דמוקרטיה ומה עקרונותיה? [T] דמוקרטיה היא שיטת ממשל שבה האזרחים משתתפים בקבלת החלטות באמצעות בחירות ונציגים, תוך שמירה על זכויות אדם. [S] דמוקרטיה היא רעיון פוליטי שמבוסס על השתתפות אזרחים, אבל גם על איזונים בין רשויות, חוקים מורכבים, מערכות משפטיות ותרבות פוליטית שמאפשרת קיום של חברה מודרנית.",0.3,0.89,0.7995854020118713
"[Q] מהי דמוקרטיה ומה עקרונותיה? [T] דמוקרטיה היא שיטת ממשל שבה האזרחים משתתפים בקבלת החלטות באמצעות בחירות ונציגים, תוך שמירה על זכויות אדם. [S] דמוקרטיה היא משהו שבו אנשים שולטים אבל גם יש חוקים וגם לפעמים יש שליטים וגם יש מערכות שונות שמתחברות ביחד כדי ליצור חברה מתפקדת.",0.2,0.52,0.4393947720527649
"[Q] מהו חור שחור ומה מאפייניו? [T] חור שחור הוא אזור בחלל שבו כוח הכבידה חזק מאוד כך ששום דבר, אפילו אור, לא יכול לברוח ממנו. [S] חור שחור הוא אזור בחלל עם כוח כבידה קיצוני שמונע אפילו מאור לברוח.",1.0,0.67,0.9120059013366699
"[Q] מהו חור שחור ומה מאפייניו? [T] חור שחור הוא אזור בחלל שבו כוח הכבידה חזק מאוד כך ששום דבר, אפילו אור, לא יכול לברוח ממנו. [S] חור שחור הוא משהו בחלל.",0.6,0.43,0.10208992660045624
"[Q] מהו חור שחור ומה מאפייניו? [T] חור שחור הוא אזור בחלל שבו כוח הכבידה חזק מאוד כך ששום דבר, אפילו אור, לא יכול לברוח ממנו. [S] חור שחור הוא תופעה אסטרופיזיקלית שקשורה לקריסת כוכבים מסיביים ולמרחב-זמן, אבל גם משפיעה על גלקסיות שלמות דרך אינטראקציות מורכבות עם חומר ואנרגיה בסביבה שלו.",0.3,0.59,0.5770699977874756
"[Q] מהו חור שחור ומה מאפייניו? [T] חור שחור הוא אזור בחלל שבו כוח הכבידה חזק מאוד כך ששום דבר, אפילו אור, לא יכול לברוח ממנו. [S] חור שחור הוא מקום שמושך הכל וגם קשור ליקום ולזמן ולחיים ביקום ולכל מיני דברים שלא תמיד ברור איך הם עובדים אבל הם משפיעים על המציאות בצורה כלשהי.",0.2,0.3,0.41365545988082886
"[Q] כיצד פועל תהליך האבולוציה לפי ברירה טבעית? [T] אבולוציה מתרחשת כאשר תכונות מועילות מאפשרות הישרדות ורבייה, ולכן הן נפוצות יותר בדורות הבאים. [S] ברירה טבעית גורמת לכך שאורגניזמים עם תכונות מתאימות שורדים ומעבירים אותן לצאצאים.",1.0,0.31,0.827742874622345
"[Q] כיצד פועל תהליך האבולוציה לפי ברירה טבעית? [T] אבולוציה מתרחשת כאשר תכונות מועילות מאפשרות הישרדות ורבייה, ולכן הן נפוצות יותר בדורות הבאים. [S] יצורים משתנים עם הזמן.",0.6,0.0,0.1965489685535431
"[Q] כיצד פועל תהליך האבולוציה לפי ברירה טבעית? [T] אבולוציה מתרחשת כאשר תכונות מועילות מאפשרות הישרדות ורבייה, ולכן הן נפוצות יותר בדורות הבאים. [S] אבולוציה היא תהליך ביולוגי מורכב הכולל מוטציות גנטיות, סלקציה טבעית, לחץ סביבתי ושינויים הדרגתיים במבנה האוכלוסיות לאורך מיליוני שנים, מה שמוביל להיווצרות מינים חדשים.",0.3,0.0,0.7502678036689758
"[Q] כיצד פועל תהליך האבולוציה לפי ברירה טבעית? [T] אבולוציה מתרחשת כאשר תכונות מועילות מאפשרות הישרדות ורבייה, ולכן הן נפוצות יותר בדורות הבאים. [S] אבולוציה היא משהו בטבע שקורה בגלל הרבה גורמים שונים כמו מזג אוויר, מזל, תנאים משתנים, וגם דברים שלא תמיד קשורים ישירות לגנטיקה ולכן קשה להסביר אותה בצורה מדויקת מאוד.",0.2,0.0,0.3341558575630188
"[Q] מהי מערכת החיסון ומה תפקידה? [T] מערכת החיסון מגנה על הגוף מפני חיידקים, נגיפים וגורמים זרים באמצעות זיהוי והשמדה שלהם. [S] מערכת החיסון מגנה על הגוף מפני מחלות ופתוגנים.",1.0,0.71,0.8980566263198853
"[Q] מהי מערכת החיסון ומה תפקידה? [T] מערכת החיסון מגנה על הגוף מפני חיידקים, נגיפים וגורמים זרים באמצעות זיהוי והשמדה שלהם. [S] הגוף נלחם במחלות.",0.6,0.0,0.12135038524866104
